"years","X15.16QA","X37.4QA","X39.8QA","X88.12QA","X89.12QA","X95.8QA","X117.8QA","X133.12QA","X138.8QA","X179.4QA","X184.4QA","X206.12QA","X210.8QA","X215.8QA","X223.4QA","X233.12QA","X237.8QA","X238.8QA","X261.16QA","X278.16QA","X18.16QR","X20.12QR","X21.8QR","X54.12QR","X63.8QR","X74.12QR","X77.QR","X92.QR","X94.16QR","X109.15QR","X118.QR","X129.16QR","X134.8QR","X135.4QR","X140.12QR","X165.QR","X172.12QR","X180.12QR","X182.12QR","X183.8QR","X187.12QR","X194.12QR","X205.8QR","X207.4QR","X213.12QR","X217.12QR","X224.QR","X227.11QR","X236.12QR","X239.4QR","X241.4QR","X245.8QR","X276.4QR","X277.12QR","X46.8QV","X62.8QV","X65.8QV","X178.8QV","X230.16QV","X274.8QV","X125.12QP","X22.12QM","X23.8QM","X79.8.QM"
1850,NA,-0.0633553883803137,NA,NA,NA,NA,0.0472689075630251,NA,NA,NA,NA,NA,NA,NA,0.187829273879514,NA,-0.338994229183842,-0.26641281512605,-0.560601110748121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232481219867698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851,NA,-0.132156233279829,NA,NA,NA,NA,-0.00154798761609904,NA,NA,NA,NA,NA,NA,NA,0.130265953549711,NA,-0.31825551232166,-0.317320176577512,-0.449897750511247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233763307609981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1852,NA,-0.0723189646969264,NA,NA,NA,NA,-0.105793450881612,NA,NA,NA,NA,NA,NA,NA,0.131077924835445,NA,-0.336897516038822,-0.418213313536253,-0.483683420855214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145794799260146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1853,NA,0.0611200321156162,NA,NA,NA,NA,-0.192418426103647,NA,NA,NA,NA,NA,NA,NA,0.113331545064378,NA,-0.330929218383093,-0.512,-0.414133279645661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0733336896680741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3483693995733,NA,NA,NA
1854,NA,0.0458986362711175,NA,NA,NA,NA,-0.0258397932816538,NA,NA,NA,NA,NA,NA,NA,0.0782422293676312,NA,-0.291573708597906,-0.493842833566078,-0.367958877704005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.186018901078026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57886533665835,NA,NA,NA
1855,NA,0.0152369644800634,NA,NA,NA,NA,0.00101317122593721,NA,NA,NA,NA,NA,NA,NA,0.12811279296875,NA,-0.244198312236287,-0.507550886408404,-0.182568334192883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.256723603203259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6102520045819,NA,NA,NA
1856,NA,-0.00371057513914659,NA,NA,NA,NA,0.106299212598425,NA,NA,NA,NA,NA,NA,NA,0.118676924940934,NA,-0.255869405722671,-0.472842529894828,-0.0865438302624233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.312888198757764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6985593911389,NA,NA,NA
1857,NA,-0.0154157433278736,NA,NA,NA,NA,0.114285714285714,NA,NA,NA,NA,-0.469369958578592,NA,NA,0.240829247098256,NA,-0.217066456940621,-0.498195467013137,0.0629479588656902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.361786577854829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52966926070039,NA,NA,NA
1858,NA,0.0299497487437185,NA,NA,NA,NA,0.125571936959837,NA,NA,NA,NA,-0.465454115979686,NA,NA,0.374089283348788,NA,-0.189194783688677,-0.492548661800487,0.0451203208556148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.408744736134755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43348416289593,NA,NA,NA
1859,NA,-0.0354300135895942,NA,NA,NA,NA,0.202564102564102,NA,NA,NA,NA,-0.485021044813073,NA,NA,0.440366972477064,NA,-0.0894156301337715,-0.366224522808153,0.0912600912600913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.433937411999818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71137751639901,NA,NA,NA
1860,NA,-0.0686084768724597,NA,NA,NA,NA,0.15346038114343,NA,NA,NA,NA,-0.476369495166488,NA,NA,0.376486469113582,NA,-0.0162135195809429,-0.265079649185609,0.160594795539033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44471230384353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93867817397229,NA,NA,NA
1861,NA,-0.0116111796136457,NA,NA,NA,NA,0.289922480620155,NA,NA,NA,NA,-0.485047512576859,NA,NA,0.417320282621378,NA,-0.136266349583829,-0.154811715481172,-0.0226427847245691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.459526092316121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36967000370782,NA,NA,NA
1862,NA,-0.0202072007385372,NA,NA,NA,NA,0.507605633802817,NA,NA,NA,NA,-0.47584143605086,NA,NA,0.340404230023153,NA,-0.000992309600595414,-0.0401956614206721,0.00181620050853614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.452995916817016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.384958262419969,NA,0.859712773998488,NA,NA,NA
1863,NA,-0.137614678899082,NA,NA,NA,NA,0.61437908496732,NA,NA,NA,NA,-0.480335768692678,NA,NA,0.248343573063486,NA,0.0528954625219355,0.272230501738698,-0.157388316151203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.436980230068224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.421529702599446,NA,0.572485399091499,NA,NA,NA
1864,NA,-0.0752165028704875,NA,NA,NA,NA,0.311936339522546,NA,NA,NA,NA,-0.465001643115347,NA,NA,0.18623552800842,NA,0.027858527131783,0.418359668924003,-0.184005421890884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.353092182030338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306736870527879,NA,0.527015592892542,NA,NA,NA
1865,NA,-0.0584738329597506,NA,NA,NA,NA,0.207995951417004,NA,NA,NA,NA,-0.448110697179351,NA,NA,0.0527511767570199,NA,-0.052337752965806,0.6288,-0.294637223974763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.331817898735754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277020948464208,NA,0.381897970378497,NA,NA,NA
1866,NA,-0.0146035479760854,NA,NA,NA,NA,-0.0320284697508896,NA,NA,NA,NA,-0.376865671641791,NA,NA,0.100129968590924,NA,0.0285925560759182,0.827821809237496,-0.281173594132029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.293120638085743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26357480516162,NA,0.27165592264303,NA,NA,NA
1867,NA,-0.0120364027791369,NA,NA,NA,NA,-0.0548187444739167,NA,NA,NA,NA,-0.347370583401808,NA,NA,0.0460707318293232,NA,0.0205926670015067,1.20684695051784,-0.184110231603635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344567316131297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.239759811280292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220823727335036,NA,0.253220534512594,NA,NA,NA
1868,NA,0.0306401249024201,NA,NA,NA,NA,-0.0144534778681119,NA,NA,NA,NA,-0.318161732213875,NA,NA,0.0534078858575146,NA,0.0597395966300741,1.67006293077615,0.125359769747362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440760774733903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.206091832095772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158966897053474,NA,0.247210859055411,NA,NA,NA
1869,NA,0.0603803964979371,NA,NA,NA,NA,-0.143710021321962,NA,NA,NA,NA,-0.228605769230769,NA,NA,0.0478168559032586,NA,0.102835051546392,1.35604900459418,0.308137664844001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.560729461756374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12910214234133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12366103308736,NA,0.101192959038959,NA,NA,NA
1870,NA,0.0954805194805195,NA,NA,NA,NA,-0.0430434782608695,NA,NA,NA,NA,-0.152051282051282,NA,NA,0.108573830204539,NA,0.130831643002028,1.40112031173892,0.433696348494555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653523639607493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.112221494102228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206981317600787,NA,0.0163072880438982,NA,NA,NA
1871,NA,0.119451086391517,NA,NA,NA,NA,0.0224358974358973,NA,NA,NA,NA,-0.112347354138399,NA,NA,0.155042305053739,NA,0.272577092511013,1.38748874887489,0.797372060857538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.881314090391189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0995100523737117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220387033156662,NA,0.038882803943045,NA,NA,NA
1872,NA,0.123534338358459,NA,NA,NA,NA,0.0941704035874439,NA,NA,NA,NA,-0.0513698630136987,NA,NA,0.220858036506232,NA,0.148745964738018,1.46731664081542,1.10079767947788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22183932802068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0657061019008767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0816899760079583,NA,0.0869777271988294,NA,NA,NA
1873,NA,0.178218907655187,NA,NA,NA,NA,0.241074714758925,NA,NA,NA,NA,-0.0619204307508226,NA,NA,0.297322074788902,NA,0.0692857142857142,1.16595080046857,1.81688417618271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8458591754834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000530691668140752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.160413153456998,NA,0.0686695278969957,NA,NA,NA
1874,NA,0.132786195286195,NA,NA,NA,NA,0.543469470279013,NA,NA,NA,NA,-0.0285626535626535,NA,NA,0.358998373342535,NA,0.0506716945557389,0.881520778072502,2.22840531561462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588272887042659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0682720057720059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.216241347246616,NA,-0.014644185862424,NA,NA,NA
1875,NA,0.15133009005279,NA,NA,NA,NA,0.660242982823628,NA,NA,NA,NA,0.00257152041144334,NA,NA,0.45359235275979,NA,0.200049091801669,0.754092992796332,2.79561717352415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465815067498911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190325286606394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.213405122528053,NA,-0.0570816132105431,0.203513583632927,NA,NA
1876,NA,0.153869106823155,NA,NA,NA,NA,0.886948529411764,NA,NA,NA,NA,-0.0601953986763314,NA,NA,0.378193453113463,0.237856577608622,0.254732806134675,0.557864832535885,2.71173469387755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.420615128844555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3420780441937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.167745197168857,NA,-0.109940594059406,0.130983636036684,NA,NA
1877,NA,0.191561014263074,NA,NA,NA,NA,0.950420954162769,NA,NA,NA,NA,-0.103556814604973,NA,NA,0.274483550114767,0.21378146101903,0.332431102362205,0.238039369052275,2.07905138339921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331070496083551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43291020216267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.10963099065993,NA,-0.187480822338141,0.0413887933997938,NA,NA
1878,NA,0.138231395569021,NA,NA,NA,NA,0.955087076076993,NA,NA,NA,NA,-0.0337005832793259,NA,NA,0.178502791251029,0.0750487329434698,0.290291496025054,-0.0610549943883277,1.40977550440466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224052319244278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50820767322008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00952082025528353,NA,-0.242564293701081,-0.00670061645671402,NA,NA
1879,NA,0.156211445382936,NA,NA,NA,NA,1.20617529880478,NA,NA,NA,NA,-0.0517295107510128,NA,NA,0.0857193198837106,-0.0383363839739679,0.343538209862117,-0.181995450113747,1.21145807720679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146228020419739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477888336097291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0834657345620166,NA,-0.234545454545455,0.0308251767264818,NA,NA
1880,NA,0.138182852807284,NA,NA,NA,NA,1.06360745115856,NA,NA,NA,NA,-0.0622921076504385,NA,NA,-0.0103205695269387,-0.205705659447303,0.289013452914798,-0.296683233593671,1.0017873100983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120845921450151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523805130097804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0537169042769858,NA,-0.231178707224334,-0.0166615661872216,NA,NA
1881,NA,0.132615156017831,NA,NA,NA,NA,0.600705329153605,NA,NA,NA,NA,-0.0232344848670131,NA,NA,-0.111146307661849,-0.319137780367026,0.223279965382951,-0.451083883129123,0.699499807618315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0314928838195216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629643527204503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0635289364710635,NA,-0.238421567889148,-0.123488517676518,NA,NA
1882,NA,0.163250093179277,NA,NA,NA,NA,0.289617486338798,NA,NA,NA,NA,-0.0601684717208182,NA,NA,-0.120182012847966,-0.398694103680253,0.197146562905318,-0.521957790749888,0.486882982395582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00591314462970143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667874396135266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.190532864484717,NA,-0.217394555788214,-0.211547063710141,NA,NA
1883,NA,0.148561854230662,NA,NA,NA,NA,-0.00711743772241997,NA,NA,NA,NA,0.0299744897959184,NA,NA,-0.155502659277718,-0.424754542376707,0.232019594745046,-0.564178835406526,0.130592152888374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0153177191422078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551096181046676,NA,NA,NA,NA,NA,NA,NA,-0.193341980112408,NA,NA,NA,0.420725583730856,NA,-0.182267531665122,-0.300975081256771,NA,NA
1884,NA,0.110533159947984,NA,NA,NA,NA,-0.156405554100079,NA,NA,NA,NA,0.0467910211824217,NA,NA,-0.182589771490751,-0.484985069581385,0.335576491700314,-0.548778195488722,-0.107280679187034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00502967508298964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.471844660194175,NA,NA,NA,NA,NA,NA,NA,-0.111930830318124,NA,NA,NA,0.484049564988136,NA,-0.151751285347044,-0.344948491994539,NA,NA
1885,NA,0.00656297761395295,NA,NA,NA,NA,-0.153166792833712,NA,NA,NA,NA,0.0840012824623277,NA,NA,-0.225215669636544,-0.474654785790157,0.203313561055431,-0.594549187978346,-0.278072345940851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.062586650821945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35901652180722,NA,NA,NA,NA,NA,NA,NA,-0.0142730634995051,NA,NA,NA,0.36303735926305,NA,-0.11156015828913,-0.402716186252772,NA,NA
1886,NA,-0.112317903628997,NA,NA,NA,NA,-0.0209449585971747,NA,-0.0370402016490793,NA,NA,0.215291750503018,NA,NA,-0.237195513965283,-0.49803646990776,0.212948815889992,-0.574431327382666,-0.350400916380298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0634814738786821,NA,-0.102008972108446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131296854200238,NA,NA,NA,NA,NA,NA,NA,-0.0261462471813594,NA,NA,NA,0.22785809743652,NA,-0.0454747708463112,-0.380640442649537,NA,NA
1887,NA,-0.172734829592685,NA,NA,NA,NA,0.0326139088729018,NA,-0.0823489989109492,NA,NA,0.392907303370786,NA,-0.586293146573287,-0.192105658111962,-0.49547983310153,0.24247460757156,-0.469095503843319,-0.384058816664722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0701936376210236,NA,-0.029913691643782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00354353960233616,NA,NA,NA,NA,NA,NA,NA,-0.0859828879264815,NA,NA,NA,0.107366007451992,NA,0.00528700906344416,-0.381956823133294,NA,NA
1888,-0.0330343864076795,-0.214856097155215,NA,NA,NA,NA,0.0297702766057198,NA,-0.0413244687785165,NA,NA,0.304828973843058,NA,-0.545701616363896,-0.180392156862745,-0.478459420435848,0.292195668409261,-0.342218503466412,-0.450353773584906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0642413309280417,NA,0.0115761353517365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.047142947541606,NA,NA,NA,NA,NA,NA,NA,-0.0705783738474435,NA,NA,NA,-0.0646180951393927,NA,0.0306072236984548,-0.410955207771182,NA,NA
1889,-0.115462955104812,-0.268570959533777,NA,-0.521842519081042,NA,NA,0.0243792325056433,NA,-0.0898777628935029,NA,NA,0.231350640814985,NA,-0.523279510895125,-0.166098669263226,-0.499347925698777,0.251522003826753,-0.227519533836578,-0.62241494329553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.159224653520044,NA,0.0341448931116389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.102487376098747,NA,NA,NA,NA,NA,NA,NA,-0.138545413669065,NA,NA,NA,-0.125329944276078,NA,-0.0081155977830562,-0.508258877056477,NA,NA
1890,-0.16236660260866,-0.276476960253312,NA,-0.564449585502217,NA,NA,0.0429326287978864,NA,-0.149822695035461,NA,NA,0.144147049338923,NA,-0.493062781824488,-0.137481910274964,-0.498021875727252,0.285788832840494,-0.0878280934525527,-0.665959821428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.229541715628672,NA,0.00298421255294581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.168816227671813,NA,NA,NA,NA,NA,NA,NA,-0.163888727568384,NA,NA,NA,-0.187243295482001,NA,-0.0459940652818992,-0.496974307548671,-0.311163763066202,NA
1891,-0.216410336482161,-0.353640537881273,NA,-0.598418659814193,NA,NA,0.267564259485924,NA,-0.101557658141553,NA,NA,0.0613458528951487,NA,-0.480345334313005,-0.141972558802566,-0.487849747582784,0.376547576936682,0.212740384615385,-0.736472719040072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.225716282320056,NA,0.00675212838829622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.273716325120884,NA,NA,NA,NA,NA,NA,NA,-0.238814575645756,NA,NA,NA,-0.244586894586895,NA,-0.098487095817265,-0.455926023380822,-0.287487440156038,NA
1892,-0.259751377102873,-0.349166933675104,NA,-0.511353020025184,NA,NA,0.547669491525424,NA,-0.119175374188082,NA,NA,0.10371318822023,NA,-0.466437833714722,-0.215828588813073,-0.413152822827058,0.466955579631636,0.640052601916213,-0.778641903656413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.184226029751092,NA,0.00945880058508049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.305241463822202,NA,NA,NA,NA,NA,NA,NA,-0.254366197183099,NA,NA,NA,-0.289453355750443,NA,-0.161204013377926,-0.442800988774973,-0.291183188670626,NA
1893,-0.187577447335812,-0.319961098954534,NA,-0.396823992568673,NA,NA,0.852747909199522,NA,-0.0226398974797097,NA,NA,0.0427244582043343,NA,-0.459292763157895,-0.205584427023694,-0.351071656285252,0.495029821073558,1.08459152016546,-0.785119733640671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.146539293439077,NA,0.0489585361105704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.268893195030206,NA,NA,NA,NA,NA,NA,NA,-0.27125093793547,NA,NA,NA,-0.30276121051469,NA,-0.147997733282962,-0.418430608449207,-0.362319713347987,NA
1894,-0.120083396816487,-0.276597524255604,NA,-0.178375542519197,NA,NA,0.942857142857143,NA,0.0301848397490248,NA,NA,-0.0419812745394141,NA,-0.419897244278375,-0.218672346467874,-0.229843561973526,0.327846825663419,1.4898979379296,-0.678818443804035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.131708854111963,NA,0.168638155899302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.254330618331995,NA,NA,NA,NA,NA,NA,NA,-0.262183184295465,NA,NA,NA,-0.252842423165749,NA,-0.116298891940525,-0.375538818625361,-0.383044140030441,NA
1895,0.0406961413377868,-0.225437656305823,NA,0.165852032881582,NA,NA,0.771454112038141,NA,0.110958964618579,NA,NA,-0.0325347530316475,NA,-0.375922023182297,-0.217304006571142,-0.179837124403258,0.30715621281659,2.18070902394107,-0.480496164517708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0802931821324851,NA,0.271392351574055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.254436506107398,NA,NA,NA,NA,NA,NA,NA,-0.229350525815146,NA,NA,NA,-0.133664992725395,NA,-0.0764783927217588,-0.322454240783707,-0.376820254757037,NA
1896,0.100960667029182,-0.152651000194212,NA,0.316740758072064,NA,NA,0.258955223880597,NA,0.134294587400177,NA,NA,0.0143487858719646,NA,-0.385448486531519,-0.201807369948963,-0.0539147310328097,0.0614076523382145,2.32792061344159,-0.19520366778346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.108992273549235,NA,0.379887054735013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.185049854462129,NA,NA,NA,NA,NA,NA,NA,-0.150339048459121,NA,NA,NA,0.0415079404343738,NA,-0.0358940891292187,-0.365148636853725,-0.391789850899085,NA
1897,0.125577313874007,-0.166097266881029,NA,0.449755201958384,NA,NA,0.108917789131444,NA,0.166103706408618,NA,NA,0.0511721704058482,NA,-0.379383313180169,-0.233605796024522,0.0013157070359,-0.0723840665873959,1.93653312177707,0.142478211443729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.226504807947723,NA,0.237185319987868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.160204014908782,NA,NA,NA,NA,NA,NA,NA,-0.0815901999306599,NA,NA,NA,0.180039341546744,NA,0.00817054845980459,-0.355017892431768,-0.386565656565657,NA
1898,0.179716629381059,-0.0571035067274075,NA,0.659458051068265,NA,NA,0.0780787616662873,NA,0.131402411386094,NA,NA,0.325109226419943,NA,-0.3705919395466,-0.211852764223791,0.0748132886943086,-0.140731108221355,1.79084135925859,0.606522205535293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.246545999785798,NA,0.166960093896714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.151148890954974,NA,NA,NA,NA,NA,NA,NA,0.0199013949013948,NA,NA,NA,0.379314165420198,NA,0.0402979373567609,-0.290426019239579,-0.312640047019065,NA
1899,0.194339170064764,-0.0207608573672988,NA,1.08967674661105,NA,NA,0.0449537241075364,NA,0.130766754059151,NA,NA,0.595676541232986,NA,-0.333771785596843,-0.212707988712659,0.222613348352577,-0.241973592772759,1.63963655066004,1.49911660777385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.211890069706319,NA,0.127572016460905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0794609988191985,NA,NA,NA,NA,NA,NA,NA,0.154629085926796,NA,NA,NA,0.404604895495697,NA,0.090800239473159,-0.149648005363728,-0.282981892294427,NA
